motif,cluster,taille_du_motif,numéro_du_cluster
"[-1.4840044354457032, -0.9545408067649382, -1.158560063981559, -0.8396245799466985, -0.8931308688451833, -0.7474692451948332, -0.7684310969469033, -0.8730786442183222, -0.9802933613764477, -1.16694884746961, -0.9035612598809273, -1.3164106911097275, -0.9941196936796471, -1.145340149761836, -1.1268443982158933, -1.0603001205227278, -0.7589709748447148, -0.5408626041553921, -0.6048397119618509, -0.8942426353315511, -1.2198082904123881, -1.3399801406207341, -1.3854008550729036, -1.5288995875588647, -1.4214423031673475, -1.1980176672795722, -1.083707858544806, -1.0181136358490823, -1.1278955228939145, -1.1400440984994997, -1.2531208571312051, -0.8948894812872547, -0.9144161435751053, -0.8429194515335717, -0.6580225778824839, -0.44041955559605256, -0.6188681836262062, -0.9140118648527876, -0.946253092957467, -0.9794443760595852, -0.9963836545246126, -0.8663271895556498, -1.2251043416747245, -0.9932302804905517, -0.9289499636423548, -0.8918573908698868, -0.8392607290966138, -0.7967912493173493, -0.5901846082779083, -0.6291368631730272, -0.7104575281668309, -0.6838964161106892, -0.9216931605767883, -0.7525025152876642, -0.44757528898104254, -0.33835939214745386, -0.2773941608222437, -0.4164256134266174, -0.4036706197375557, -0.7638627473847364, -1.0115036787392222, -1.2071543664039086, -1.0190434769104106, -1.0669302915687042, -1.2538889867036047, -0.7470649664725184, -0.7816307972305098, -1.0889230540626793, -0.913203307408158, -0.8033809924910958, -0.793536805602709, -0.8445163524867201, -0.5181219260251313, -0.48497107079524593, -0.4074101979189766, -0.8528444941664215, -0.4094518054666697, -0.3048851139397138, -0.012551169833225085, -0.18903904606014574, -0.37266244173593993, -0.19427445551413558, -0.47642057581826636, -0.82359492860688, -0.5957434407097472, -0.8197542807448825, -0.7911111332688147, -0.915649193678166, -0.8688337176340071, -0.7503396241232752, -0.8816695670675317, -1.131736170755912, -1.4184910684944425, -1.0767744784570912, -1.1844541161458808, -0.8335603991119627, -0.4091485964249344, -0.5513132091272525, -1.1297754189526819, -0.8548052459696546, -0.6535957258731264, -0.6455910071712739, -0.553496314227758, -0.6380714229362021, -0.9890055678423532, -1.175822765424441, -1.210489665863012, -1.9296206571181933, -1.5376522218969975, -0.9736834042665876, -1.2215669028544625, -1.1375779982933754, -0.7134896185841989, -0.8176318174527236, -0.7583847706973577, -0.495078038853138, -1.006995970985402, -1.0793012204715648, -1.4210986662533793, -1.4839033657651266, -1.533771146162767, -1.3223333743916539, -1.3171990346182434, -0.6834112816439085, -0.8114665669374084, -0.884802727165479, -0.7227071734529956, -0.47464174944007853, -0.6366766613442126, -0.4201651916080354, -0.2750695581689288, -0.2201280798062244, -0.5977041925129802, -0.7723930284255965, -0.8676006675309463, -0.6224460503187013, -0.43938864485414775, -0.34009779065341167, -0.7194527297383553, -0.6288538680674054, -0.49422905353627555, -0.5449256053146648, -0.3486887135026184, -0.5433691322337494, -0.2778590813529078, -0.32168289485193174, -0.7521790923098124, -0.5439957642533366, -0.5336260150259392, -0.830043174227817, -0.4914395303522965, -0.4613409794758926, -0.2801432561339927, -0.22218990129003402, -0.040891108267557603, -0.20797950420063915, -0.09793483598630164, 0.228237237178009, 0.18518155325138747, -0.13492633907819024, -0.301610456288957, -0.38497272883045397, 0.029978951754385846, 0.6814336848939175, 0.3990247834202814, 0.3429108967628599, 0.3654494355319619, 0.5863675433413801, 0.2052539918143622, 0.14568352208114158, -0.09498360131339667, -0.5158175373079329, -0.5767625546970265, -0.348385504460883, 0.10131393230699343, 0.4254646118597274, 0.23488762216010198, 0.3135602615227391, 0.5243916152103816, 0.31909888001846426, 0.17262869892348456, 0.3934255231162069, 1.0526424077241991, 0.7693238791253514, 0.28378513362418695, 0.377800150498706, 0.7235595277592137, 0.4422421788358289, 0.4255050397319603, 0.1752767245546513, 0.669972383116266, 0.9346334486802451, 0.7084597174807234, 0.5564509178900157, 0.244913734473534, 0.04655437936933142, 0.035456928441764554, 0.03582077929184928, 0.06707152452685385, -0.07268762977768639, -0.14062666906284133, -0.17765860002696, -0.3158006394422383, -0.1618917298566468, 0.2204144439012018, 0.4497415491347872, 0.5840025128158323, 0.6637869186648371, 0.33985859240937555, 0.20062500044384593, 0.22304225559625207, 0.4382196055487891, 0.5191966336286247, 0.7736294475180158, 0.7109056037507314, 0.42465605441509496, 0.2407900915059119, 0.09860526486747732, 0.38865503419288117, 0.5028233453748379, 0.772012332628751, 0.6080166689213838, 0.7572157313919962, 1.1518524061804751, 1.0508231534737784, 0.9167036873455429, 1.1510842766080758, 1.4387285875356988, 1.5396365566256998, 1.5540895209484862, 2.14668127211885, 2.184784541697107, 1.8890546563231654, 1.9511114401986267, 1.9528902665768175, 1.7166297812555174, 1.3588026841338845, 0.8877573308277397, 1.1814253947178686, 1.185811818854993, 1.814869510778235, 1.8688407202073811, 1.809795812813171, 1.3442082222582885, 1.3894470112854156, 1.6612840241704954, 1.5108114837245894, 1.3244996345453985, 1.2287664331010382, 1.380734804819513, 1.7155180147691496, 1.6075553819747381, 1.718853314228253, 1.717984114975274, 1.9435514280913249, 2.041892227294619, 1.6560081868442755, 2.0122181690766463, 1.8988382014032057, 1.9757118004515384, 2.002010131338175, 1.4422862402920773, 1.4004231785962864, 0.9992169745701803, 0.8539798435782613, 1.1575325222290098, 1.2586022028079367, 1.3344651050504783, 1.7332658506788094, 2.0545865791753313, 1.9600864278340346, 1.2623013531171245, 1.2165572156871034, 0.851473315499904, 1.0323274019278357, 1.0015011493512622, 1.058908727920094, 1.6145089759985694, 1.6444458153860473, 1.8788264046485774, 1.6155601006765905, 1.5117413247859177, 1.0325295412889945, 1.3492819202233495, 1.3525970057463392, 1.1601401199879466, 0.7284513002992352, 0.8834315484989615, 0.53979463453061, 0.7776115929328256, 1.100488794510263, 1.000611736162167, 0.9131056067169343, 1.0461133063588022, 0.8061334567921976, 0.9017655885559785, 1.5662583104901908, 1.3204770612583558, 1.0936969119753606, 0.895175845382232]" , 0 , 300 , 0_300
"[-0.17478164667302803, -0.31719480535475936, -0.478469634766743, -0.7560530705697868, -0.7585579004427623, -0.16895716275152442, 0.43093450249014, 0.5360468211357169, 0.2776268427946153, 0.5710540820110731, 0.7335360583497947, 0.3389800853459937, 0.2763895171947123, 0.2609983938788223, 0.49735776213381244, -0.1854950756478135, 0.6092602822422799, 0.3638774907099356, 0.5794135744787217, 0.5929336200581681, 0.3143542880405723, 0.720257442155695, 0.5834575166832899, 0.41913464128129424, 0.2977861964711138, 0.6687726257303842, 0.3732328793921404, -0.034363298287731416, 0.036982102949710105, 0.11363593279747458, -0.15483354370870683, 0.09996499385218105, -0.15247960720157416, -0.33982881023106387, -0.8625234295079358, -0.5656256428771156, 0.2708064626585554, 0.3906157951371473, 0.351866378788904, 0.6581497327751069, 0.654135969243708, 1.0671914688997413, 1.3419381094249547, 1.3616146043307553, 1.253182631636659, 1.3868439750995478, 1.2987222494477884, 0.9263476012227723, 0.2184766433845311, 0.7074616847322887, 0.9679036341756723, 0.3498745863597914, 0.20860821725845916, 0.046397848978253727, 0.35071958920850493, 0.1517817756823425, -0.11798538377008079, 0.2089401826633141, 0.26175286070803183, 0.48842487487596226, 0.36870607841687864, 0.5003454507774856, 0.26353340242496714, 0.0775120610148844, 0.417806779661883, 0.2686335981904306, 0.09362747248681458, 0.46183746381459334, 0.6360589440158304, 0.32859862177606325, 0.32564111180555516, -0.08062418638758757, 0.2573799709659307, 1.0914249434539776, 0.8348156855029806, 1.0251827558493172, 1.877066342047213, 1.7225817140981154, 1.310582468002973, 1.4494345432508338, 1.238938297901168, 0.9070030717218178, 1.1812970321495029, 1.2141012498835648, 1.37090963566663, 1.1368438465724335, 1.267879645469674, 1.379238949461109, 1.1700403870576852, 1.9621702003821297, 1.6541364833521608, 1.2852625612146764, 1.5088261720462646, 1.5365603726880326, 1.5570215130962166, 1.9699261193864115, 1.2921734773702447, 0.5151631793031739, 0.8119100725681556, 0.9726115071899462, 1.0060494770605444, 0.33200881184409103, 0.6758947925981297, 0.7022105956009868, 1.1360592010700548, 1.5603713458179098, 1.6948475134563474, 2.2237589394059123, 1.795040708375473, 1.1539551542589244, 0.9157850656138252, 0.8628818515496035, 0.908934506804596, 1.0977322861461745, 1.8919142492460705, 1.4931030833255239, 1.5714469188707154, 2.0363192003569144, 1.8506901816980212, 1.567040832588127, 1.2792268265809956, 1.3071420992617757, 1.0518908816033594, 1.1101960781647302, 1.4880028875600604, 1.3355100520400842, 1.0865058197275261, 1.3812910992365603, 0.8729313497146834, 1.0903686898930824, 1.0512571294668234, 1.0535808873007908, 0.6441468284249627, 0.8522287799211526, 0.6349725117817658, 0.9627732597370436, 0.7298542602232507, 0.7205290502142111, 1.0322143866975544, 0.7555061324163979, 0.6845258931242986, 1.2348339983502652, 0.6420946786495113, 1.003393753821722, 0.8797517298507433, 1.117801103803169, 0.53903450977939, 0.16925522744685334, 1.2009433483821386, 1.022647747303168, 1.0942617387318079, 0.35077994655484374, 0.2700519958293458, 0.27385450864856314, 0.6451125459663539, 0.19768353757149637, -0.08273669350937354, -0.9348315304194507, -0.8608937811568433, -0.8357247677343895, -0.6297553233599856, -0.3710033796140334, 0.11755916030936525, 0.09577015828177424, -0.08418526982145817, 0.12259899872848988, 0.6042808011694941, 0.6205772846804364, 0.630777676211359, 0.23432044679794511, 0.35222852286692835, 0.9920163940372309, 0.4317493266656884, 0.1469833666485646, -0.368076048316699, -0.3592940544246916, -0.35482761079576436, -0.6077852492933824, -0.6377828504227835, -1.10018349857649, -1.241416671137335, -1.7117814711401826, -1.3776432018195381, -1.5959859021929896, -1.6676300722947945, -1.4747883507486519, -1.8161393229565457, -2.051623509689653, -1.7669480856920372, -1.0431729670940433, -0.8139357657067986, -0.7854470982358167, -0.73957853288715, -0.8052443078342951, -0.6095959696834872, -0.2679733894170816, -0.05204498289710177, -1.0075017754089814, -1.2629642437795792, -1.4177204797871885, -1.0652667737206376, -0.5589531382395764, -1.0518644249665468, -0.6296044299941429, -0.6624418442686921, -1.0083769569308643, -0.5557572167510437, -0.7876803200502803, -0.7587993298281089, -1.542750722723913, -1.4978448570493197, -1.0109119654770136, -0.6740877942443816, -0.7516771629603635, -0.8382899549537038, -0.9575560713152634, -1.2246373288556949, -0.6301476461111751, -0.21624714360642408, -0.18959635733139854, -0.024582390313849914, -0.03300224012783294, 0.15887376387691854, -0.14451243748511086, -0.25517763199367527, -0.458702603841434, -0.5151669013395306, -0.6057029208447616, -0.6153600962586563, -1.1191930448052716, -0.9022083847243966, -0.7311858438790143, -0.7214079537724506, -1.2431670341811007, -1.1277637879850972, -0.8206052524770157, -0.8946033590859577, -0.545590021760604, 0.010787014639530688, -0.03158384248891773, 0.2462410226994685, 0.7827876529606419, 0.764529555693752, 0.11221753515855938, -0.5288378402848198, -0.7247577864941439, -1.159119429407079, -1.3794841008828123, -1.4025707858566452, -1.1600549682752965, -1.520481879792942, -1.9218884116059722, -1.9304561369184845, -1.647712148003647, -1.7750963274475084, -1.4709858379294345, -1.3484000675193468, -1.4860148171673002, -0.9205902145512775, -0.590341976202041, -0.6107125805907211, -0.4371550311991897, -0.8154145206920483, -0.4567409900854865, -1.141736513662072, -1.6467464304622559, -1.0314032845583627, -0.9514298006620743, -1.777420085281476, -2.0392502536906054, -1.9547499688190553, -1.5700624219413264, -1.4061922266368547, -1.4306369519032682, -1.125983246268162, -0.9498635275246341, -0.13355757912497868, -0.8120043306240162, -0.9735205894213509, -0.7933237319327717, -0.11019928609262969, -0.6449955533100329, -0.7077671935003265, -0.8480376663871024, -1.1847713016002261, -1.371486752493184, -1.539216800095894, -1.1596898063299586, -1.624082246912782, -1.8774322081615853, -1.4869805347086913, -1.15048832888091, -1.1870648807610242, -0.7561134279161214, -1.1014178063090752, -1.30983172321012, -0.9697784339484681, -1.100331374075015, -0.9869199203081283, -1.0997278006116438]" , 1 , 300 , 1_300
"[-1.1867553717446737, -1.0377263141254744, -1.2724658650510412, -1.1569245133203927, -1.1093854962848888, -1.5309999713948028, -1.5381909365111857, -1.8544806905800062, -1.748234243602716, -1.4919017598076494, -1.1741818277236915, -1.105728648820619, -0.691327681037484, -1.0805815607786582, -1.1110135448135026, -0.9467309248262197, -0.5873579973102084, -0.14380243741467907, 0.24061739054153597, 0.2532410283633966, -0.20108469872142096, -0.09553455557636527, 0.1519263160827815, 0.14376102653927525, 0.2985258243592824, 0.31811250050351886, 0.10341046993011288, 0.5625952957003272, 0.5411301020230737, 0.29647197852318524, -0.027860335276984716, -0.494606820290097, -0.6545838780917094, -0.80739501767738, -0.8567123646441368, -1.4345694047000255, -1.3484080671857335, -1.0701094517046106, -0.8770254009011383, -0.4655549204695081, -0.41856693524368904, -0.6126553667548118, -0.3510905854577884, -0.17193010660902663, -0.07091595713369324, 0.002897258463582341, -0.6011588394527585, -0.8976890937643072, -1.114294688771171, -1.208871784833369, -1.1824222579685173, -1.284062579954855, -1.3182515990557298, -1.1138688914636878, -1.3735551552276979, -1.450148576773832, -1.0986654228964827, -0.7745334842998338, -0.824326722374956, -0.5865815433965613, -0.7694489635104749, -0.831490135900853, -0.5674958052611276, -0.6090962022022577, -0.5851789169719097, -0.4996187050681812, -0.6208457031987591, -0.5730812640592929, -1.0922784632842328, -0.41220502253188024, -0.46357621533473053, -0.5919666269912054, -0.8312897606973317, -1.1929920499542845, -0.9528423685336289, -0.7657169753448856, -0.08151079601989784, -0.39880493079637247, -0.8584656476749521, -0.8988162042841145, -1.045490853261935, -1.3266172638027574, -1.2617457916626351, -0.9336063489955562, -0.8903027628244893, -0.5587569416975438, -0.43702900555816304, -0.4278843822074437, -0.7844520568741554, -0.8229992366516239, -1.11389644305417, -1.011076412057098, -1.0983899069916419, -0.7001692368928768, -0.42580799416095394, -0.40902406617597226, -0.4421110216574806, -0.7909392040881659, -0.448422840568411, -0.2079225025415952, 0.2094840932943641, -0.15407166659516092, -0.2200677445650492, -0.0044414833653983075, 0.10110615508961258, -0.030590447424968335, -0.3301263297893378, -0.18628198056126163, -0.31201992546111723, -0.05072815537888975, -0.3831005242203644, -0.2764508221459872, 0.06028221206212963, -0.33092783060342595, -0.3419985605979924, -0.7128179216151785, -0.5285979688774953, -0.2652824092397015, -0.21611283898553893, -0.16494202138620978, 0.15550802284573179, -0.2838647046762874, -0.05228106320618041, -0.6435882887984625, -0.6111750949387958, -0.521534742953359, -0.40396459228705084, -0.17791631581423423, 0.0013944444371701888, -0.45743722003683907, -0.3288739847673289, -0.5540957135256199, -0.9433245463663531, -0.8168877929442148, -0.12211182163346343, -0.34219893580151356, -0.40248682516107975, 0.11382998051323381, -0.05180517209781858, -0.2440651798768064, 0.1822330656154242, -0.07597543102261106, -0.0981920317130706, -0.14502973553624698, -0.5799942085807903, -0.7553976523635216, -0.633193825115779, -0.9135437817429544, -0.9964715644104186, -0.8911017589485326, -1.1305250802564195, -1.2630983242864082, -1.115496939992298, -1.4878166103458514, -1.4472932301236503, -1.189362754080497, -1.5224589783446953, -1.287694380518684, -0.27459985620345606, -0.7008705501052008, -0.7844520568741554, -0.7857544956970465, -0.5714281686302417, -0.3593285110125694, -0.09430976214483862, -0.337565259220079, -0.3681224777571249, -0.5092116679367801, -0.4990175794576177, -0.1962005531355797, -0.21501077536617264, -0.35534605384257684, 0.13193888953149918, 0.05006057199248147, 0.12580239892365253, -0.09588771687257386, -0.02385283120655468, -0.013633695826951335, -0.10442870992268138, -0.16198648713426397, 0.1804046418832893, 0.0009686471296868643, -0.008248612232307195, -0.15464774530528688, -0.2253050514470955, -0.5833504932397748, -0.5836761029454975, -0.47219234908616114, -0.3784918945393674, -0.043765117056513925, -0.41784307982096885, -0.5033757401342115, -0.4285356016188892, -0.3201827103145787, -0.36135981463827027, -0.031191573035531772, -0.35822895208324435, -0.38114686598602787, -0.3447787665468545, -0.37598720449534595, -0.12511744968628774, -0.23166696415890436, 0.10406168934155482, -0.3144219232133333, 0.05617201569989065, 0.19099948076949747, -0.15379615069032024, 0.5372478324548418, 0.3842112707652125, 0.062133178004660755, 0.18563944407529437, -0.20907465996184357, 0.06844499691559108, -0.20942531656800734, 0.216497225417622, -0.0824876251370661, 0.09464405477603961, 0.20429938490324467, 0.2062530431375776, 0.3142803247361689, 0.8032459151297856, 1.067064917466427, 1.0341532902880024, 0.511524665702755, 0.2239612017488007, 0.0935670380571108, -0.16581866290161745, 0.3325144682566359, 0.5904724958902715, 0.6234342168695783, 0.8783866164503896, 0.824836343309237, 1.3739896354606558, 0.854667201733518, 0.3059146599891415, 0.48735440677796255, -0.28576826910974185, -0.25085288989609855, -0.15610046553081697, 0.3064406448983854, 0.15510727243868594, 0.5627956709038483, 0.44597692725074983, 0.5644487663329031, 0.49807448016636874, 0.6454003485556347, 0.6258637662122767, 1.2597507225528983, 1.0555182963634953, 1.2220050435895145, 1.397057830766082, 1.4865504060389245, 1.2287927536088101, 1.5101696331540322, 1.8664868388163407, 1.811308517146578, 1.7858107724984533, 1.6908579729296471, 1.895666477829176, 2.049454446532015, 2.0800617588699395, 2.3845819744219106, 2.683391496673515, 2.2771558184338865, 2.556203336238174, 2.1890157757848168, 1.4842460911984243, 1.4872266723508076, 1.7888915412525972, 2.1384961775969296, 2.0482521953108845, 2.002516555107078, 1.9679768794000394, 2.0985714182952506, 2.115077325685343, 1.8704192021854547, 1.9319343896665888, 1.975766465436941, 1.9787219996888832, 2.0346266814714147, 1.7926235294181865, 1.1767452944940697, 1.7471634051192206, 1.9926480763336383, 1.0501332127688512, 1.0687931535968016, 1.2499573844807783, 0.7765208723600896, 1.339575194255819, 1.279537773900656, 1.3484918908125312, 1.8024168674903065, 1.9104441490888944, 2.366097361897044, 2.6584197369346345, 2.588714213009553, 2.165171126565747, 2.1272250723988386, 1.5776209360394953, 1.8642075708762813]" , 0 , 300 , 0_300
"[-0.08259224811712312, -0.37046920958705903, -0.7847647778178388, -0.956338162405683, -1.190428853885418, -0.973296090275427, -0.9689899775556168, -0.8551878636181393, -0.3541567169571924, -0.49929936791582047, -0.3324816529312925, -0.5809902758889968, -0.5444766235869939, -0.5780681561462445, -0.5866739593446793, -0.663355519187423, -1.0431026409212134, -1.406633603643038, -1.3364706186110442, -1.0547911198922182, -0.9285619692465646, -1.1180790957272548, -1.5500101382736304, -1.6270128101760186, -1.5588407199138135, -1.104788267578634, -0.9465121333806055, -0.6348118682057561, -0.6765211136327843, -0.6958552707438876, -0.504308716046253, -0.7463308753991682, -1.127298222959606, -0.5692375745060659, -0.47993952183994665, -0.3094900294608537, 0.00937424576462755, -0.023539740348775727, -0.5529571930821646, -0.6702273172637828, -0.8510134068427834, -1.0355597186402012, -1.0572636827514692, -1.5687951937627433, -1.68320742061354, -1.9985073519769843, -1.831850193022274, -1.5721347591830317, -1.5483403555634863, -1.8423505573726013, -1.984407321438062, -1.5406368772526517, -1.4699247905986674, -0.3328669874028632, -0.6580892814092766, -0.15651224424693683, -0.2944940962755259, -0.4806427572505644, -0.5385392616041952, 0.051696815225572276, -0.052953605012072934, 0.13499328349696207, -0.06608708825147344, -0.5992615520826822, -0.18448110464184284, -0.04004490021442541, 0.25425430244836894, -0.19626912835133656, -0.49827180932496534, -0.21261052106656653, -0.005461131390877947, -0.13621796207750192, -0.08693047204289873, -0.2566349844436208, -0.05382060757311039, 0.02173706006088213, -0.2469374002424002, 0.4995518048096418, 0.32528429004139564, 0.5760085862106371, 0.4958911273297134, 0.22670288773099895, 0.4650322583980205, 0.6123905825681857, 0.223812879194212, -0.5337514807949182, -0.27625493128780587, -0.2304643515827159, -0.339738785479223, -0.7464272090170644, -0.8518482981978555, -0.8605825462201425, -0.9447139058466044, -0.9981790637771609, -0.7699968341948569, -0.47550496429627953, 0.07629399899422455, -0.041393570864929646, -0.13734185428625317, 0.38739057349694517, -0.31674716200878417, -1.098301803973845, -1.3620632497645908, -1.3207714500150987, -1.3260665878786129, -1.2467551202673934, -1.2696471989993388, -0.4044749767032482, -0.8011768151861898, -1.0196614605672778, -0.7661756006851063, -0.29224310073743054, -0.3282750849499712, -0.6137437059725824, -0.24546028476804366, -0.28020460962141336, 0.18717399318894967, 0.20913805806852875, 0.734509498850414, 0.06942220091786475, -0.22725323098628442, -0.5314426850860869, -0.7720198401706064, -0.8386505925465289, -0.8432103837934599, -0.407075984386356, -0.18293976675555554, 0.05805483400650451, 0.25849298163565554, 0.005745679490664587, -0.26215811186948096, 0.15987625699869604, -0.18043509269033925, -0.057063839375507235, 0.21472540790631506, 0.1076666472213451, 0.21838608538624796, -0.5061069435802541, -0.9774994471361553, -0.33190365122393417, -0.5146164131607928, -0.3779190093707726, -0.6021836718254345, -0.5984266607276101, -0.8146314104852302, -1.0844618742032337, -1.4566949737413801, -1.2669819689043047, -1.4521030712884835, -1.1263027755747117, -0.7189079055056598, -0.8817406198300175, -0.6496440342406687, -0.7628681464707833, -1.3846984388488268, -1.3480948751701227, -1.028363597383604, -1.227324629538394, -1.2652158525762691, -0.9405073378652832, -1.0674750462481173, -0.823783104185058, -1.167983120916372, -1.3666551522174872, -1.562116062922171, -1.36148845917783, -1.1268486660761048, -1.195984092517239, -1.3427001925681195, -0.9064694595431241, -0.29683821431091995, 0.0357696570672809, -0.2716630288349094, -0.4220076951597576, -0.792506789575829, -1.2597569475623351, -0.9388696663611044, -0.8365633641588486, -0.2559285379124056, -0.4677019412469515, 0.08679115222395443, -0.6594700632657416, -1.148780619749723, -1.5555653769054514, -1.2376965490648644, -0.4713626187268844, -0.25185041475494124, -0.4798078658954923, -0.24921729586586808, 0.27483758547148296, 0.42970993183729245, 0.8735510206758237, 0.5789949283653156, 0.30935713188310426, 0.676776761647203, 1.1816869419886362, 0.7050314117751861, 0.4210720174328969, 0.6453045686815935, 0.6300838570545173, 0.826219103084451, 1.1218348651917796, 0.7316516015195925, 0.09446894157001842, 0.340794002522151, 0.40620452907142607, 0.3788778927958091, 0.5179836370331494, 0.8494676162026036, 0.9531868114672851, 0.8791704817195799, 0.8347285726649896, 0.5029877038478217, 0.7224035742018733, 0.1878483285141995, 0.3214309453256797, 0.4684039350242742, 0.6241432839511212, 0.9287180725224898, 0.8432059310395629, 1.4378412430864393, 0.9180571521423447, 0.678057998765179, 1.365623140872735, 1.4120559446971095, 1.1365739087293936, 1.0409788485736753, 0.7359545031188053, 0.6729202058108896, 1.2862763509349529, 1.1562580779855094, 1.135771128580287, 0.7399716149849409, 0.560241984082168, 0.11842711233998367, 0.4573576801725539, 0.081431791948514, 0.3779145566168801, 0.733674607495342, 0.7945574540036513, 0.41522777794739685, -0.027971086771849982, 0.8171958542084802, 1.5022242110448591, 1.4774343600404192, 1.226260506987681, 0.7891306601956872, 0.4028649636511422, 0.8635323244149632, 1.0870584291324445, 1.2042354308167686, 0.9357183154227064, 0.9359109826584942, 0.9244151709232724, 0.8500424067893645, 0.839770032001383, 0.6068353439363647, 0.8645277717998575, 1.003922516890877, 1.209177345414673, 1.7938581836126195, 1.5258901698405478, 1.3662653649920196, 1.0445110812297513, 1.2395224350509337, 1.3222441127355626, 0.634194091417947, 1.3436879760785239, 2.0781065788085877, 1.6483623093883815, 2.331688772308651, 2.5853351882206446, 2.1416546554119313, 2.358212628435161, 2.0361372326132483, 2.123479712836142, 1.5554003681217365, 1.5423311072942667, 0.9703341954522193, 1.2383985428421826, 2.180958771512232, 2.162366383258907, 2.194252810781455, 2.0792946934292655, 1.8275107274632034, 1.4153955101173978, 1.714960950558334, 1.3029420668304248, 1.2032688835172423, 0.9858439079329793, 1.0447037484655344, 1.210975572948674, 1.2427014444414, 1.5166421425228287, 1.7467189332570252, 2.096891634297701, 2.1930325849548122, 1.7155389522656923, 1.3471913086492275, 0.3079442388206739]" , 0 , 300 , 0_300
