Date,gamma
24356,94.7745
24357,94.4035
24358,96.0714
24359,97.4338
24360,96.0995
24361,97.04411
24362,97.273
24363,95.6005
24364,93.7282
24365,93.4108
24366,92.6851
24367,93.5308
24368,94.6815
24369,96.1582
24370,95.5282
24371,94.5451
24372,95.3251
24373,95.6759
24374,95.9491
24375,97.4528
24376,96.359
24377,94.9384
24378,93.7329
24379,94.7205
24380,95.4212
24381,95.7123
24382,97.1614
24383,98.8998
24384,99.1583
24385,98.7343
24386,97.9948
24387,99.0634
24388,96.7077
24389,95.3919
24390,94.4054
24391,94.7567
24392,94.9288
24393,94.8259
24394,94.6955
24395,97.83379
24396,96.7738
24397,97.511
24398,96.4707
24399,97.0287
24400,98.2198
24401,98.1761
24402,99.0532
24403,100.1921
24404,99.7386
24405,98.7405
24406,99.9304
24407,99.04819
24408,98.9366
24409,98.7503
24410,97.3667
24411,97.4417
24412,96.8069
24413,96.5835
24414,97.2242
24415,96.6177
24416,97.374
24417,97.68311
24418,98.8197
24419,98.5398
24420,97.8123
24421,95.7445
24422,94.62881
24423,96.0704
24424,97.6222
24425,97.91541
24426,97.484
24427,94.8819
24428,94.4097
24429,95.691
24430,96.19601
24431,94.8902
24432,93.5002
24433,91.84
24434,92.2033
24435,91.5718
24436,93.6361
24437,94.60789
24438,95.9077
24439,96.8793
24440,95.936
24441,95.0734
24442,95.4595
24443,95.5013
24444,95.7817
24445,96.42171
24446,95.6709
24447,94.02991
24448,92.0914
24449,91.743
24450,91.87901
24451,94.2702
24452,95.15871
24453,95.8048
24454,96.61211
24455,96.0004
24456,94.9322
24457,95.7557
24458,95.43819
24459,93.8598
24460,94.5117
24461,92.9249
24462,92.2774
24463,92.7895
24464,93.0038
24465,94.826
24466,94.9381
24467,95.3445
24468,93.2137
24469,92.5676
24470,91.9019
24471,93.5004
24472,93.5659
24473,94.06139
24474,96.3279
24475,95.1209
24476,96.2704
24477,95.9572
24478,93.9488
24479,95.1844
24480,95.4993
24481,96.0576
24482,96.3248
24483,97.4733
24484,97.0618
24485,96.0846
24486,96.3988
24487,95.27769
24488,96.0289
24489,96.9752
24490,96.6947
24491,96.1431
24492,96.5048
24493,96.8754
24494,95.7738
24495,97.7809
24496,99.2761
24497,100.8331
24498,100.0256
24499,97.9482
24500,99.5537
24501,98.9357
24502,97.5401
24503,97.54
24504,97.0354
24505,96.2804
24506,96.1617
24507,94.8481
24508,94.9749
24509,93.1898
24510,93.221
24511,93.7853
24512,95.5541
24513,94.7006
24514,93.876
24515,93.1112
24516,93.6234
24517,94.04131
24518,95.2513
24519,96.17059
24520,96.0496
24521,97.355
24522,98.9665
24523,98.86
24524,99.4081
24525,102.0355
24526,102.3245
24527,101.4958
24528,100.8095
24529,99.1354
24530,98.2659
24531,99.0995
24532,98.6662
24533,99.6931
24534,98.614
24535,99.0208
24536,98.8311
24537,97.9034
24538,95.61681
24539,95.4144
24540,93.2779
24541,92.278
24542,92.541
24543,93.0816
24544,93.3088
24545,94.2876
24546,94.8812
24547,95.7778
24548,95.8958
24549,97.2987
24550,97.8763
24551,101.069
24552,101.4434
24553,99.0677
24554,99.703
24555,100.046
24556,100.1681
24557,99.282
24558,96.7317
24559,96.2197
24560,96.4012
24561,97.172
24562,98.0262
24563,97.8741
24564,98.38789
24565,98.5405
24566,98.26611
24567,97.6382
24568,96.0233
24569,97.47231
24570,97.4095
24571,96.1069
24572,97.8144
24573,97.9873
24574,97.8964
24575,97.2197
24576,97.6451
24577,98.00671
24578,95.2009
24579,98.1392
24580,97.1045
24581,96.83659
24582,95.2288
24583,95.1481
24584,93.78899
24585,93.2419
24586,94.0343
24587,94.3576
24588,96.041
24589,95.1574
24590,94.2682
24591,92.72971
24592,92.4197
24593,92.1219
24594,95.1013
24595,94.9926
24596,94.7894
24597,93.1923
24598,93.9864
24599,94.6547
24600,95.1858
24601,96.1404
24602,96.8747
24603,95.4914
24604,95.0152
24605,94.4906
24606,95.6748
24607,96.1243
24608,97.7671
24609,99.6641
24610,98.2589
24611,98.8074
24612,97.65701
24613,98.2643
24614,97.732
24615,99.4146
24616,99.8701
24617,101.3327
24618,100.058
24619,100.1686
24620,100.3753
24621,103.5453
24622,102.33
24623,100.0807
24624,101.1866
24625,100.7043
24626,100.7822
24627,100.8971
24628,100.9056
24629,97.9864
24630,98.1733
24631,96.3059
24632,95.4332
24633,95.9299
24634,96.3423
24635,98.3143
24636,97.7566
24637,97.3483
24638,97.99879
24639,98.9246
24640,100.1574
24641,101.0366
24642,101.4385
24643,100.0691
24644,100.6018
24645,98.3335
24646,100.2
24647,100.2854
24648,100.0998
24649,98.46831
24650,97.5004
24651,98.275
24652,97.5157
24653,99.1244
24654,99.1268
24655,99.4148
24656,99.6842
24657,98.3245
24658,98.8835
24659,99.2416
24660,100.8716
24661,99.2821
24662,98.88371
24663,100.1622
24664,99.6666
24665,98.2773
24666,100.5486
24667,102.4465
24668,99.9197
24669,99.685
24670,98.6608
24671,98.9455
24672,100.5835
24673,98.1855
24674,95.1801
24675,96.7947
24676,96.7125
24677,96.5757
24678,97.6527
24679,98.4025
24680,99.97359
24681,99.9304
24682,98.7012
24683,99.374
24684,98.774
24685,99.62061
24686,99.01099
24687,98.8383
24688,98.9641
24689,98.8433
24690,98.5597
24691,98.9436
24692,98.7888
24693,98.9345
24694,97.1721
24695,97.455
24696,97.7854
24697,97.6046
24698,96.9128
24699,98.2616
24700,99.5085
24701,98.4685
24702,97.6796
24703,97.44949
24704,98.3195
24705,98.179
24706,97.35509
24707,94.7446
24708,94.1969
24709,93.204
24710,95.7734
24711,96.2188
24712,96.7892
24713,97.5087
24714,97.6219
24715,98.4518
24716,97.322
24717,95.1038
24718,95.9284
24719,95.274
24720,96.3628
24721,95.7175
24722,95.8597
24723,97.6557
24724,97.9648
24725,98.1944
24726,98.3442
24727,98.2479
24728,97.9888
24729,97.36681
24730,96.04971
24731,97.07059
24732,96.38071
24733,94.3261
24734,95.1448
24735,94.5785
24736,94.9037
24737,92.82121
24738,92.22141
24739,94.7117
24740,93.026
24741,94.107
24742,94.8378
24743,94.7316
24744,96.0137
24745,97.16241
24746,96.4754
24747,96.1506
24748,95.9106
24749,95.8163
24750,95.965
24751,94.02229
24752,97.4087
24753,97.3717
24754,96.5966
24755,96.1199
24756,94.8228
24757,94.9305
24758,95.4766
24759,93.4869
24760,94.6069
24761,94.9809
24762,95.2071
24763,97.2605
24764,98.1371
24765,98.7593
24766,101.0301
24767,100.9415
24768,100.3462
24769,100.0392
24770,98.6747
24771,97.3244
24772,96.90179
24773,95.5544
24774,95.314
24775,96.2058
24776,95.3886
24777,94.5967
24778,96.6345
24779,97.3602
24780,98.36349
24781,97.2647
24782,99.47449
24783,98.9246
24784,100.1346
24785,99.4527
24786,99.8499
24787,100.6745
24788,99.5295
24789,101.4603
24790,100.061
24791,99.4684
24792,98.526
24793,98.92609
24794,98.5125
24795,100.048
24796,99.37939
24797,99.1887
24798,97.3647
24799,97.0308
24800,96.4998
24801,95.7251
24802,97.03841
24803,96.4327
24804,95.64259
24805,95.8615
24806,95.1175
24807,94.648
24808,97.01109
24809,96.506
24810,96.2426
24811,95.9846
24812,97.7531
24813,97.345
24814,93.2702
24815,93.737
24816,92.9926
24817,94.3257
24818,95.7191
24819,95.7825
24820,94.7019
24821,93.3196
24822,94.92471
24823,96.1095
24824,94.6666
24825,96.7446
24826,96.9983
24827,97.2492
24828,97.3002
24829,96.5892
24830,96.494
24831,97.1151
24832,97.8026
24833,97.1024
24834,95.7639
24835,96.2466
24836,96.6138
24837,96.8869
24838,96.5919
24839,97.3779
24840,97.1871
24841,98.0323
24842,97.5929
24843,98.34499
24844,99.2397
24845,97.7765
24846,98.59109
24847,97.7734
24848,98.3059
24849,98.6658
24850,100.5307
24851,101.8281
24852,102.991
24853,102.8443
24854,101.9824
24855,103.0683
24856,102.4569
24857,101.5719
24858,100.1459
24859,99.0267
24860,97.9481
24861,96.6371
24862,97.3387
24863,98.2748
24864,97.8107
24865,96.4974
24866,96.6031
24867,97.1418
24868,97.575
24869,96.4302
24870,97.7775
24871,99.90359
24872,99.95959
24873,99.5569
24874,99.2588
24875,98.4629
24876,98.2426
24877,97.6315
24878,98.1348
24879,99.6043
24880,100.7314
24881,101.4144
24882,100.7918
24883,98.5465
24884,100.5591
24885,99.9073
24886,99.3985
24887,98.5867
24888,97.6224
24889,98.9244
24890,97.9354
24891,99.4458
24892,98.9048
24893,99.4098
24894,98.4012
24895,96.2544
24896,97.1563
24897,96.3335
24898,96.3972
24899,96.99519
24900,96.1606
24901,95.7139
24902,96.5308
24903,97.2746
24904,97.4549
24905,97.9395
24906,97.8473
24907,97.1744
24908,96.7428
24909,97.5502
24910,96.1195
24911,95.8786
24912,96.4193
24913,97.0349
24914,97.8189
24915,97.5457
24916,95.714
24917,95.8103
24918,96.90231
24919,95.3004
24920,96.7164
24921,95.9715
24922,95.1412
24923,95.76711
24924,95.7252
24925,97.67329
24926,96.7284
24927,96.9044
24928,97.2866
24929,98.4697
24930,98.229
24931,98.4252
24932,99.41759
24933,100.1767
24934,100.0091
24935,99.7617
24936,99.31329
24937,99.6177
24938,100.9353
24939,101.1145
24940,100.0105
24941,100.7847
24942,99.7964
24943,98.8073
24944,98.7975
24945,96.5857
24946,96.871
24947,98.347
24948,99.4891
24949,97.7873
24950,97.4406
24951,95.6339
24952,95.2765
24953,95.764
24954,96.1474
24955,97.0406
24956,98.59489
24957,99.5029
24958,99.6587
24959,99.9037
24960,99.2506
24961,98.7745
24962,97.675
24963,97.7601
24964,96.4909
24965,96.80289
24966,96.4484
24967,96.4507
24968,95.9806
24969,96.5973
24970,98.0246
24971,97.1703
24972,96.4062
24973,96.4576
24974,95.7354
24975,96.60451
24976,99.45181
24977,101.0737
24978,100.5527
24979,100.0076
24980,99.01601
24981,99.7593
24982,98.1152
24983,96.6321
24984,95.4876
24985,93.1734
24986,93.2017
24987,94.9405
24988,95.4096
24989,95.6154
24990,96.4893
24991,98.5694
24992,100.6747
24993,99.3058
24994,99.9922
24995,100.7109
24996,100.4238
24997,100.6343
24998,99.8186
24999,102.1777
25000,101.0845
25001,100.9875
25002,100.9946
25003,99.1119
25004,98.5762
25005,98.2963
25006,97.3563
25007,98.3547
25008,98.3245
25009,96.9975
25010,94.7005
25011,97.483
25012,98.436
25013,98.65491
25014,97.6715
25015,98.8437
25016,98.3289
25017,97.8299
25018,97.3621
25019,98.1366
25020,97.6456
25021,97.8085
25022,99.2518
25023,98.2817
25024,97.4153
25025,97.7668
25026,97.4058
25027,97.6361
25028,98.11549
25029,97.3131
25030,95.8699
25031,96.9377
25032,94.1101
25033,94.923
25034,96.7244
25035,95.0861
25036,94.9104
25037,94.6352
25038,95.3816
25039,95.9966
25040,96.3514
25041,97.7623
25042,97.1424
25043,97.4459
25044,97.6011
25045,97.9992
25046,98.7031
25047,97.0109
25048,97.7089
25049,95.9527
25050,96.0158
25051,95.6987
25052,96.9992
25053,96.982
25054,99.3698
25055,97.949
25056,99.7464
25057,97.6932
25058,98.4419
25059,98.836
25060,100.8856
25061,99.8597
25062,98.9713
25063,99.8755
25064,98.7487
25065,100.0043
25066,100.1371
25067,99.6334
25068,98.3792
25069,99.7826
25070,98.76801
25071,98.6578
25072,96.7163
25073,98.4123
25074,98.6264
25075,100.95
25076,101.0231
25077,101.1552
25078,100.678
25079,98.0797
25080,99.0725
25081,99.84921
25082,99.4095
25083,102.2371
25084,101.1271
25085,100.0041
25086,101.4074
25087,101.1937
25088,100.152
25089,100.3938
25090,98.3785
25091,97.3933
25092,95.9115
25093,93.54031
25094,94.4733
25095,94.4782
25096,96.214
25097,95.6008
25098,97.1288
25099,98.5667
25100,98.1987
25101,97.3019
25102,96.5253
25103,97.5856
25104,97.998
25105,97.1091
25106,94.7628
25107,93.7983
25108,94.5397
25109,95.9654
25110,96.9366
25111,95.9813
25112,95.7351
25113,97.669
25114,96.4587
25115,96.4776
25116,96.5668
25117,96.3838
25118,95.5102
25119,95.7571
25120,96.1946
25121,98.6579
25122,97.1193
25123,96.3176
25124,95.1038
25125,95.0896
25126,96.366
25127,95.4416
25128,96.8205
25129,97.3934
25130,97.4432
25131,98.2723
25132,98.8347
25133,98.4264
25134,97.69
25135,97.1117
25136,96.0584
25137,94.2637
25138,95.5064
25139,94.7402
25140,93.8333
25141,94.1758
25142,96.1188
25143,95.4408
25144,98.1737
25145,97.4991
25146,98.1735
25147,97.0294
25148,95.8986
25149,95.0425
25150,96.0671
25151,95.3789
25152,95.5036
25153,93.9667
25154,94.6591
25155,94.8768
25156,96.7487
25157,96.9951
25158,97.62331
25159,98.3652
25160,99.4072
25161,98.2706
25162,97.5746
25163,99.4124
25164,100.7397
25165,99.75861
25166,99.9875
25167,101.5892
25168,101.5632
25169,100.4592
25170,101.0796
25171,100.4333
25172,100.7295
25173,100.4707
25174,98.6171
25175,98.4601
25176,97.0609
25177,98.0078
25178,100.0467
25179,100.141
25180,100.3206
25181,99.3003
25182,98.6976
25183,99.2533
25184,100.2744
25185,99.8433
25186,99.57961
25187,99.78941
25188,99.0207
25189,99.8556
25190,99.1549
25191,100.1168
25192,99.7536
25193,99.1868
25194,98.1096
25195,99.5585
25196,98.6857
25197,99.7053
25198,98.6987
25199,97.7038
25200,97.8251
25201,97.8753
25202,96.3989
25203,96.8453
25204,95.6118
25205,94.5098
25206,93.8307
25207,93.5284
25208,93.6702
25209,95.7726
25210,95.2655
25211,97.0348
25212,97.29401
25213,97.9262
25214,99.5039
25215,98.7877
25216,97.997
25217,98.1297
25218,96.2929
25219,95.1176
25220,94.5971
25221,95.6264
25222,97.65131
25223,96.2807
25224,95.1798
25225,95.5797
25226,95.4153
25227,96.3493
25228,97.33241
25229,99.1224
25230,97.1974
25231,97.1822
25232,97.0197
25233,98.871
25234,98.4414
25235,97.3592
25236,96.1012
25237,96.95229
25238,98.5323
25239,98.9137
25240,99.2282
25241,99.0337
25242,100.0546
25243,99.9171
25244,101.3943
25245,101.4188
25246,101.7813
25247,101.8877
25248,102.6105
25249,102.5195
25250,103.9013
25251,102.1123
25252,102.0312
25253,102.4451
25254,101.3529
25255,100.8793
25256,102.9024
25257,105.0313
25258,105.4298
25259,104.0109
25260,102.0453
25261,100.5455
25262,100.2394
25263,100.8865
25264,102.208
25265,101.2215
25266,100.0788
25267,100.0186
25268,100.3484
25269,100.6754
25270,99.6083
25271,99.1436
25272,99.4042
25273,98.8023
25274,98.2084
25275,98.1882
25276,98.321
25277,99.4095
25278,98.5462
25279,97.5546
25280,98.7679
25281,99.404
25282,98.1535
25283,97.0393
25284,98.9467
25285,97.4674
25286,98.6236
25287,97.4821
25288,97.4283
25289,98.2135
25290,97.4744
25291,98.4322
25292,97.3689
25293,98.7521
25294,100.2126
25295,100.2616
25296,99.7699
25297,99.7416
25298,101.8967
25299,102.1962
25300,101.0136
25301,100.6717
25302,101.1509
25303,100.0088
25304,99.8364
25305,98.8456
25306,98.0168
25307,98.7399
25308,97.81219
25309,96.3634
25310,95.6944
25311,94.8541
25312,94.682
25313,95.8073
25314,94.5459
25315,95.173
25316,95.8879
25317,96.4058
25318,97.4024
25319,96.29961
25320,96.3611
25321,96.5216
25322,96.235
25323,96.4034
25324,96.54919
25325,95.2344
25326,95.1553
25327,95.1123
25328,96.0373
25329,95.454
25330,95.5723
25331,97.0049
25332,97.4501
25333,96.7226
25334,97.097
25335,98.0013
25336,97.7576
25337,99.1354
25338,97.6833
25339,96.2929
25340,96.9448
25341,96.6919
25342,96.9558
25343,96.6184
25344,98.2394
25345,97.9443
25346,97.96889
25347,97.0122
25348,97.0645
25349,97.3364
25350,97.9472
25351,97.3117
25352,96.496
25353,96.2769
25354,93.8736
25355,91.9424
25356,93.1302
25357,94.3076
25358,93.3448
25359,94.2204
25360,95.2855
25361,96.5312
25362,97.3884
25363,97.7348
25364,98.2081
25365,98.8222
25366,100.1597
25367,99.5686
25368,101.4857
25369,102.1621
25370,100.9109
25371,101.2568
25372,101.3657
25373,100.9233
25374,101.6689
25375,101.8813
25376,99.0797
25377,97.1314
25378,97.3432
25379,96.6734
25380,97.0554
25381,97.3401
25382,97.1922
25383,98.0893
25384,97.5533
25385,97.5762
25386,99.671
25387,98.5362
25388,97.0675
25389,96.46149
25390,95.0222
25391,94.1987
25392,92.9564
25393,94.1037
25394,93.2868
25395,93.7458
25396,93.3434
25397,94.7145
25398,94.19939
25399,94.9883
25400,94.1673
25401,93.0971
25402,93.6569
25403,92.94141
25404,93.8133
25405,93.2872
25406,91.8204
25407,91.8983
25408,94.6446
25409,94.611
25410,92.1822
25411,91.4561
25412,90.92889
25413,92.0523
25414,93.3898
25415,94.1031
25416,95.1149
25417,94.6491
25418,93.5476
25419,92.8231
25420,94.736
25421,93.4808
25422,92.7991
25423,91.3322
25424,91.59071
25425,91.6211
25426,91.1059
25427,91.2103
25428,94.8941
25429,94.9897
25430,94.61259
25431,96.07809
25432,96.7863
25433,96.8351
25434,96.6724
25435,96.3842
25436,97.5843
25437,97.9255
25438,99.0692
25439,98.8531
25440,97.8974
25441,99.0446
25442,100.0729
25443,101.3605
25444,101.7377
25445,99.4454
25446,98.6459
25447,97.6063
25448,96.5478
25449,95.8812
25450,96.9702
25451,98.1543
25452,97.3047
25453,98.3448
25454,98.4237
25455,98.1024
25456,96.8383
25457,95.68549
25458,97.47421
25459,97.1876
25460,97.6008
25461,99.5064
25462,98.9356
25463,97.8832
25464,99.0044
25465,100.4467
25466,101.6146
25467,102.0836
25468,101.4834
25469,100.0035
25470,100.6935
25471,100.3804
25472,99.5021
25473,99.0345
25474,97.2175
25475,96.091
25476,96.8413
25477,98.7802
25478,98.8696
25479,100.3165
25480,99.6809
25481,100.1445
25482,98.8485
25483,98.8598
25484,97.6896
25485,97.7721
25486,97.69231
25487,96.4601
25488,97.6615
25489,99.4021
25490,100.45
25491,100.7071
25492,101.3717
25493,102.2706
25494,100.2147
25495,97.91489
25496,99.28339
25497,97.2062
25498,97.8346
25499,98.7008
25500,98.42039
25501,97.56779
25502,96.66711
25503,96.0871
25504,94.771
25505,95.0739
25506,93.7879
25507,95.3442
25508,96.1585
25509,94.9552
25510,95.8452
25511,98.5501
25512,97.3841
25513,98.6232
25514,99.5651
25515,100.3625
25516,98.8613
25517,98.72321
25518,98.5392
25519,98.6347
25520,100.5464
25521,99.4418
25522,98.748
25523,99.18169
25524,98.7695
25525,98.8007
25526,96.364
25527,95.7274
25528,97.6227
25529,98.07121
25530,97.86681
25531,99.1443
25532,97.5768
25533,97.3518
25534,97.6332
25535,96.62421
25536,94.9734
25537,96.40359
25538,97.7035
25539,97.1109
25540,96.02
25541,94.8612
25542,95.9833
25543,94.9988
25544,97.3519
25545,98.4795
25546,99.8662
25547,98.3969
25548,99.2093
25549,97.8868
25550,99.0905
25551,99.1323
25552,99.5627
25553,98.1185
25554,100.2973
25555,100.0399
25556,100.0186
25557,98.9438
25558,98.2412
25559,97.786
25560,96.9948
25561,97.8499
25562,99.83559
25563,100.4472
25564,98.6771
25565,98.618
25566,96.59499
25567,98.3617
25568,98.881
25569,98.8596
25570,100.2628
25571,100.5336
25572,99.5559
25573,100.2156
25574,99.1668
25575,98.0671
25576,97.6796
25577,97.9507
25578,98.074
25579,96.82069
25580,97.1892
25581,97.74039
25582,97.5011
25583,99.8885
25584,98.7658
25585,98.2804
25586,96.0163
25587,97.222
25588,100.0515
25589,98.2772
25590,98.3099
25591,98.5601
25592,99.6134
25593,98.0024
25594,97.9683
25595,98.686
25596,97.0195
25597,96.8417
25598,96.4138
25599,96.5145
25600,96.9185
25601,97.0598
25602,96.6174
25603,97.2785
25604,97.1205
25605,97.6594
25606,97.48911
25607,97.3172
25608,98.7263
25609,100.2241
25610,100.5259
25611,101.9266
25612,102.0225
25613,102.9685
25614,102.7997
25615,102.3102
25616,102.2248
25617,101.9513
25618,100.2843
25619,100.2644
25620,100.347
25621,101.1077
25622,100.5229
25623,99.50681
25624,98.9465
25625,97.0976
25626,97.37289
25627,98.5191
25628,98.2799
25629,100.4388
25630,100.2352
25631,99.9315
25632,101.5429
25633,101.2551
25634,100.1325
25635,101.3613
25636,101.8875
25637,102.9822
25638,99.7234
25639,99.3465
25640,99.2995
25641,98.2169
25642,96.4366
25643,97.0806
25644,95.4583
25645,94.3927
25646,92.9196
25647,94.6097
25648,94.9635
25649,96.5562
25650,95.288
25651,95.5132
25652,94.5927
25653,95.4823
25654,94.9541
25655,95.9487
25656,96.05109
25657,97.126
25658,96.7668
25659,96.6455
25660,96.1914
25661,99.6188
25662,100.1649
25663,99.2159
25664,98.8918
25665,98.7507
25666,97.6051
25667,96.9474
25668,96.4559
25669,98.4886
25670,100.7921
25671,98.4696
25672,100.2123
25673,99.5953
25674,98.5792
25675,98.1911
25676,98.389
25677,98.0044
25678,97.4047
25679,95.9463
25680,97.3094
25681,99.0621
25682,100.8212
25683,98.915
25684,100.7071
25685,104.6515
25686,103.1656
25687,103.5288
25688,103.7752
25689,103.0798
25690,103.9357
25691,103.5818
25692,102.2457
25693,100.3778
25694,100.7973
25695,99.8502
25696,97.3789
25697,97.1781
25698,97.7261
25699,97.3106
25700,97.4851
25701,96.436
25702,96.9941
25703,98.312
25704,98.324
25705,97.2753
25706,97.4077
25707,98.6269
25708,100.6482
25709,99.3091
25710,99.5239
25711,98.5109
25712,98.2589
25713,97.7573
25714,97.4055
25715,98.7131
25716,101.0718
25717,101.2411
25718,100.5577
25719,101.2085
25720,99.5662
25721,99.0067
25722,100.8863
25723,101.5143
25724,101.7205
25725,101.7861
25726,101.2683
25727,100.4716
25728,99.60159
25729,99.007
25730,99.2342
25731,98.9099
25732,98.32961
25733,98.4093
25734,95.2746
25735,96.1816
25736,98.7975
25737,98.5248
25738,98.2898
25739,98.7916
25740,97.9627
25741,96.4852
25742,96.1833
25743,95.5369
25744,96.0891
25745,95.4511
25746,96.8867
25747,97.8136
25748,96.4534
25749,100.0321
25750,99.1268
25751,99.1869
25752,100.2123
25753,99.1548
25754,97.6445
25755,97.1798
25756,95.5248
25757,96.3033
25758,95.3637
25759,95.3951
25760,95.2948
25761,96.0645
25762,97.25301
25763,96.4401
25764,96.0509
25765,96.9461
25766,97.2823
25767,97.6641
25768,96.7276
25769,95.0141
25770,95.4139
25771,96.26881
25772,97.2222
25773,96.96751
25774,96.0923
25775,97.346
25776,95.4492
25777,95.27509
25778,96.03519
25779,95.67
25780,96.01
25781,94.7652
25782,94.6944
25783,91.9822
25784,91.7075
25785,91.877
25786,93.5033
25787,92.9648
25788,94.5573
25789,94.2685
25790,94.916
25791,95.33839
25792,96.4012
25793,96.4598
25794,98.2102
25795,99.9593
25796,100.1127
25797,101.0469
25798,100.555
25799,99.97411
25800,100.3539
25801,99.9817
25802,100.588
25803,99.6351
25804,100.6844
25805,99.9936
25806,101.1102
25807,99.1105
25808,99.944
25809,100.7525
25810,99.2534
25811,97.4808
25812,97.0176
25813,96.7554
25814,99.0602
25815,100.1261
25816,98.9248
25817,98.7551
25818,96.6016
25819,96.6098
25820,98.439
25821,100.0205
25822,98.702
25823,99.1706
25824,100.5117
25825,100.4256
25826,100.02
25827,98.8547
25828,98.3798
25829,97.8746
25830,96.9422
25831,98.30331
25832,98.2468
25833,96.479
25834,97.1962
25835,96.6307
25836,95.1205
25837,95.1486
25838,98.2363
25839,99.0298
25840,99.2404
25841,98.0561
25842,99.2475
25843,99.6874
25844,99.5592
25845,99.4301
25846,98.8714
25847,97.6909
25848,97.4922
25849,96.0416
25850,97.05621
25851,98.0608
25852,99.7227
25853,100.2088
25854,98.944
25855,98.5611
25856,98.5277
25857,97.7354
25858,97.8225
25859,96.30251
25860,97.2702
25861,96.0504
25862,97.4837
25863,98.6273
25864,98.6417
25865,98.26839
25866,97.3698
25867,96.6164
25868,97.4809
25869,97.9862
25870,98.3616
25871,99.2861
25872,98.5556
25873,97.7804
25874,98.3743
25875,99.1773
25876,98.46671
25877,97.7626
25878,98.8277
25879,97.5422
25880,97.6095
25881,98.11131
25882,96.6403
25883,97.6995
25884,98.1396
25885,97.9606
25886,96.39249
25887,97.124
25888,98.7158
25889,96.6931
25890,95.70451
25891,93.10899
25892,94.1057
25893,94.81731
25894,93.9673
25895,93.6347
25896,94.21
25897,94.03941
25898,94.1031
25899,95.0061
25900,93.9629
25901,95.9444
25902,96.6016
25903,95.0466
25904,93.3359
25905,94.3435
25906,94.9397
25907,95.80379
25908,94.6595
25909,94.2672
25910,95.7658
25911,95.1899
25912,96.3767
25913,96.9566
25914,96.3835
25915,94.7384
25916,93.8035
25917,94.4097
25918,96.7998
25919,95.3625
25920,94.1635
25921,94.3117
25922,95.7861
25923,96.0929
25924,96.5428
25925,97.0959
25926,98.4026
25927,99.2292
25928,97.276
25929,95.9139
25930,95.6888
25931,97.562
25932,97.86369
25933,98.1929
25934,99.3224
25935,100.061
25936,100.2516
25937,100.4877
25938,99.4147
25939,100.4796
25940,99.6411
25941,97.386
25942,97.9253
25943,97.05811
25944,97.9595
25945,96.5872
25946,95.0499
25947,94.0737
25948,96.9512
25949,96.6312
25950,96.6238
25951,97.8689
25952,99.0176
25953,100.8791
25954,100.9448
25955,101.6092
25956,101.4097
25957,99.7817
25958,98.05289
25959,96.39819
25960,96.73
25961,97.5958
25962,96.3414
25963,96.6959
25964,96.9193
25965,98.2688
25966,99.1613
25967,97.1553
25968,96.3133
25969,97.4877
25970,95.5701
25971,95.6367
25972,95.1013
25973,95.908
25974,95.4854
25975,95.47449
25976,93.8533
25977,94.0847
25978,94.4085
25979,94.2709
25980,94.4645
25981,95.0617
25982,94.8867
25983,95.64069
25984,95.3786
25985,95.8843
25986,97.30009
25987,96.674
25988,95.9733
25989,96.8193
25990,97.1444
25991,95.6814
25992,97.0217
25993,98.52171
25994,99.3049
25995,99.4208
25996,97.7688
25997,98.0415
25998,97.8835
25999,95.2113
26000,95.5899
26001,95.1389
26002,93.98289
26003,94.7159
26004,96.3415
26005,96.8829
26006,95.4734
26007,92.4795
26008,91.8476
26009,92.5677
26010,92.8394
26011,94.651
26012,94.6802
26013,94.0905
26014,91.9759
26015,91.61771
26016,92.7857
26017,93.3943
26018,94.70731
26019,97.0754
26020,98.0049
26021,97.2336
26022,96.9088
26023,96.3842
26024,96.7685
26025,98.0797
26026,99.3368
26027,99.8154
26028,100.9883
26029,99.9682
26030,99.778
26031,99.0299
26032,98.7961
26033,98.2374
26034,96.0014
26035,96.7264
26036,98.1808
26037,99.0552
26038,99.0167
26039,98.5248
26040,99.6643
26041,99.862
26042,97.8772
26043,98.1763
26044,98.5501
26045,98.2923
26046,96.7532
26047,97.7209
26048,98.9425
26049,99.1468
26050,98.6474
26051,99.1973
26052,99.0463
26053,99.8955
26054,96.6729
26055,95.451
26056,94.7374
26057,96.3783
26058,96.7617
26059,95.9806
26060,94.7051
26061,93.5087
26062,94.33031
26063,94.7882
26064,95.6612
26065,96.4902
26066,96.5497
26067,95.6118
26068,95.55199
26069,95.7923
26070,98.3027
26071,99.5081
26072,99.20869
26073,97.2337
26074,99.3443
26075,99.85
26076,101.0863
26077,100.9648
26078,100.6616
26079,101.0246
26080,100.2343
26081,100.0536
26082,100.8218
26083,100.5938
26084,99.6024
26085,97.8862
26086,98.5387
26087,97.1068
26088,96.0523
26089,95.75031
26090,94.5623
26091,96.2873
26092,97.4273
26093,98.2469
26094,98.1017
26095,99.3068
26096,98.0861
26097,96.9944
26098,96.2637
26099,96.9052
26100,97.1475
26101,97.8945
26102,97.4729
26103,96.08189
26104,96.802
26105,96.4107
26106,96.665
26107,97.5251
26108,97.20461
26109,96.7234
26110,97.1119
26111,98.07951
26112,99.9654
26113,98.5251
26114,98.83839
26115,98.3968
26116,98.2724
26117,98.5508
26118,100.8938
26119,99.8067
26120,98.2112
26121,96.5386
