Date,gamma
708,92.6894
709,93.6171
710,93.9632
711,95.6343
712,97.2339
713,96.9311
714,97.0278
715,98.18761
716,96.7024
717,96.572
718,95.6998
719,97.0807
720,97.2119
721,98.3257
722,97.4819
723,98.7705
724,98.29601
725,97.2896
726,95.8862
727,95.2562
728,95.33549
729,96.7766
730,97.2076
731,97.2278
732,98.2375
733,97.9693
734,97.7778
735,96.9261
736,96.53139
737,94.7783
738,95.6922
739,94.8684
740,94.7059
741,95.5645
742,95.5776
743,95.2025
744,96.8952
745,97.0747
746,97.45
747,96.8785
748,96.2021
749,95.27319
750,94.18159
751,93.3516
752,93.6701
753,94.5951
754,92.9492
755,93.09689
756,93.7931
757,93.9174
758,94.3918
759,93.6748
760,95.4595
761,97.158
762,98.1578
763,97.4451
764,97.7641
765,98.8594
766,97.8916
767,100.3652
768,99.7061
769,99.6315
770,99.4604
771,97.2991
772,98.5457
773,97.2308
774,98.6688
775,99.297
776,101.799
777,102.1299
778,102.031
779,100.9575
780,101.1762
781,99.5967
782,99.6155
783,98.8616
784,100.1531
785,99.6507
786,98.5862
787,99.2664
788,99.2914
789,97.7713
790,98.8356
791,98.094
792,98.5477
793,98.2733
794,100.036
795,99.6132
796,98.69
797,98.3735
798,98.3888
799,98.5542
800,96.4819
801,96.6513
802,96.1636
803,95.8858
804,96.607
805,97.7481
806,98.7131
807,97.8148
808,96.2705
809,97.31561
810,97.0947
811,95.7931
812,96.1925
813,97.1927
814,97.8431
815,96.6567
816,94.2048
817,94.611
818,93.9312
819,95.3398
820,94.7679
821,95.5566
822,96.8554
823,96.3196
824,97.2348
825,98.6559
826,99.2104
827,98.8477
828,97.74191
829,97.7443
830,97.4432
831,97.4357
832,96.9534
833,96.8425
834,96.30099
835,95.7532
836,95.4016
837,96.0954
838,94.6968
839,93.7589
840,97.0191
841,98.304
842,97.6402
843,99.1633
844,98.7991
845,97.17609
846,98.866
847,98.081
848,97.5365
849,98.5311
850,98.1857
851,98.3263
852,100.3513
853,97.5695
854,97.8923
855,98.09959
856,99.9675
857,99.6171
858,101.889
859,101.2002
860,100.9053
861,101.4931
862,100.9414
863,100.5348
864,99.7196
865,98.1083
866,99.1366
867,100.1183
868,99.3396
869,98.5931
870,96.84389
871,97.449
872,97.6351
873,99.0125
874,97.8609
875,97.8183
876,98.9365
877,96.6837
878,95.15041
879,95.4778
880,95.8769
881,96.4854
882,96.9382
883,97.0575
884,96.6797
885,96.8717
886,97.2094
887,97.6842
888,97.44469
889,96.943
890,97.6561
891,97.6533
892,97.716
893,96.2619
894,96.9866
895,96.8657
896,96.5264
897,96.4992
898,95.8063
899,94.7524
900,94.5848
901,95.2787
902,97.6773
903,98.5839
904,98.6786
905,99.8006
906,99.8388
907,101.3205
908,100.6568
909,101.0336
910,102.3736
911,102.059
912,101.2807
913,100.0672
914,100.6108
915,100.8397
916,100.23
917,98.1368
918,97.37981
919,96.7613
920,97.6744
921,95.9967
922,97.2962
923,95.832
924,96.8263
925,96.0179
926,95.4221
927,94.6917
928,92.9107
929,93.2453
930,95.7657
931,96.4116
932,96.8004
933,97.4524
934,95.65781
935,95.5511
936,97.1227
937,96.3118
938,97.5495
939,96.4847
940,95.9119
941,97.1273
942,97.5904
943,97.7086
944,98.306
945,98.7682
946,97.3849
947,98.70541
948,98.0692
949,98.031
950,98.5929
951,97.3709
952,97.5483
953,98.8976
954,98.0922
955,98.119
956,96.8263
957,96.9394
958,96.8287
959,95.99281
960,96.849
961,97.3672
962,97.5087
963,97.8268
964,99.1505
965,99.7048
966,102.1584
967,102.338
968,102.3951
969,102.8665
970,100.2543
971,100.0515
972,100.177
973,100.1666
974,100.0092
975,100.0707
976,99.6994
977,99.8134
978,100.5759
979,99.7569
980,99.8583
981,99.2654
982,99.8393
983,97.8974
984,97.7455
985,97.9823
986,97.3667
987,98.1348
988,99.7144
989,97.9535
990,96.5272
991,96.3002
992,98.7454
993,99.2533
994,98.2177
995,97.8443
996,96.68909
997,95.9812
998,99.01099
999,98.5647
1000,99.8681
1001,100.4958
1002,99.272
1003,97.64301
1004,96.78699
1005,96.228
1006,94.4357
1007,97.0888
1008,100.4007
1009,99.6799
1010,99.755
1011,100.1668
1012,98.9697
1013,98.0541
1014,98.2401
1015,97.5431
1016,98.0907
1017,98.8284
1018,97.5344
1019,95.6361
1020,93.3176
1021,92.9583
1022,93.7678
1023,93.6064
1024,93.3676
1025,93.9974
1026,93.2021
1027,94.9693
1028,94.8484
1029,95.00391
1030,94.2903
1031,95.2502
1032,90.9115
1033,92.3716
1034,91.7036
1035,92.9095
1036,93.0089
1037,93.8581
1038,94.01089
1039,94.0696
1040,94.8193
1041,96.1524
1042,94.9734
1043,93.4887
1044,94.0106
1045,94.321
1046,95.27579
1047,93.8921
1048,93.124
1049,91.1677
1050,94.211
1051,94.312
1052,96.1914
1053,98.5235
1054,97.1289
1055,97.0689
1056,96.6774
1057,96.3222
1058,94.9007
1059,95.7355
1060,95.9808
1061,95.48331
1062,95.3262
1063,94.8951
1064,94.60979
1065,95.3971
1066,95.34
1067,95.67789
1068,95.82539
1069,96.9801
1070,96.7014
1071,95.395
1072,96.64581
1073,95.1213
1074,95.9871
1075,95.6898
1076,97.01939
1077,97.2054
1078,95.9244
1079,97.8452
1080,95.4688
1081,97.3683
1082,96.1792
1083,97.1387
1084,95.186
1085,94.051
1086,94.1903
1087,93.4483
1088,94.2767
1089,94.4465
1090,97.9506
1091,97.6594
1092,95.3652
1093,93.8802
1094,96.25481
1095,97.1153
1096,97.3807
1097,97.2905
1098,97.1412
1099,97.3056
1100,96.976
1101,97.3403
1102,97.21581
1103,97.0352
1104,99.0914
1105,99.2639
1106,100.308
1107,100.7639
1108,100.5335
1109,100.0024
1110,99.86031
1111,99.4244
1112,97.9357
1113,95.8185
1114,96.2126
1115,95.6008
1116,96.8503
1117,99.6692
1118,98.8391
1119,97.9443
1120,98.16341
1121,97.0453
1122,96.8997
1123,97.716
1124,99.5764
1125,98.2325
1126,96.7384
1127,95.94939
1128,96.8848
1129,96.0447
1130,95.1198
1131,96.3526
1132,97.72189
1133,99.3876
1134,100.3219
1135,100.8418
1136,99.7906
1137,99.2644
1138,99.4903
1139,98.41209
1140,97.3913
1141,99.04819
1142,99.3372
1143,97.8104
1144,98.4519
1145,98.24039
1146,99.1984
1147,100.9671
1148,99.2905
1149,98.4034
1150,98.8798
1151,98.0101
1152,96.6123
1153,96.4228
1154,97.2396
1155,95.6005
1156,96.2158
1157,95.0946
1158,95.02361
1159,94.6194
1160,97.03271
1161,96.7942
1162,95.2676
1163,96.6285
1164,97.0081
1165,98.52
1166,96.6349
1167,96.942
1168,97.155
1169,96.5385
1170,95.3638
1171,94.0484
1172,93.4598
1173,93.2231
1174,92.33421
1175,93.6964
1176,94.5129
1177,96.975
1178,98.3294
1179,97.9263
1180,98.5072
1181,98.8707
1182,98.11069
1183,98.2618
1184,99.292
1185,98.6414
1186,97.5655
1187,98.9992
1188,98.5549
1189,98.0988
1190,97.94981
1191,97.47041
1192,96.7707
1193,99.5651
1194,97.6029
1195,97.8382
1196,95.7767
1197,95.2015
1198,97.1485
1199,98.7196
1200,98.8636
1201,98.5991
1202,98.8536
1203,99.0758
1204,98.40981
1205,100.0805
1206,99.10059
1207,98.7014
1208,99.6291
1209,98.6232
1210,100.6954
1211,102.9189
1212,102.5499
1213,101.7137
1214,100.1256
1215,99.6058
1216,99.849
1217,98.4353
1218,98.7197
1219,98.9081
1220,99.1699
1221,98.4381
1222,97.8209
1223,97.0779
1224,96.3717
1225,95.98779
1226,94.5184
1227,93.5397
1228,93.4928
1229,93.0979
1230,93.5863
1231,93.0086
1232,93.57819
1233,94.5848
1234,95.9727
1235,96.7351
1236,97.033
1237,96.4071
1238,95.22009
1239,94.4766
1240,94.1912
1241,94.8107
1242,94.2667
1243,96.2706
1244,97.14429
1245,97.7782
1246,98.1051
1247,97.4163
1248,98.4947
1249,97.8614
1250,99.5377
1251,98.3792
1252,97.2439
1253,97.2672
1254,98.2363
1255,99.8772
1256,101.6505
1257,101.4768
1258,100.6445
1259,100.2834
1260,99.6593
1261,98.8169
1262,97.4205
1263,96.0873
1264,96.5235
1265,96.56921
1266,97.7912
1267,97.3533
1268,95.3718
1269,95.4795
1270,95.1793
1271,97.80611
1272,98.5192
1273,96.6175
1274,97.121
1275,97.2246
1276,96.0495
1277,94.19749
1278,93.8906
1279,94.2253
1280,94.3848
1281,96.2917
1282,95.8616
1283,96.0773
1284,96.2979
1285,96.6198
1286,97.5489
1287,97.687
1288,99.289
1289,99.5654
1290,98.7514
1291,97.7005
1292,97.64529
1293,94.0422
1294,95.3601
1295,97.7545
1296,97.4201
1297,97.33829
1298,94.9017
1299,96.9858
1300,97.1519
1301,97.32671
1302,96.4684
1303,96.882
1304,97.4148
1305,98.7447
1306,97.3092
1307,96.6418
1308,98.6645
1309,97.3591
1310,96.785
1311,97.7071
1312,97.4535
1313,98.4112
1314,100.5466
1315,101.2974
1316,101.0383
1317,100.77
1318,100.0552
1319,98.4511
1320,97.7021
1321,97.86
1322,97.7898
1323,100.8134
1324,100.1466
1325,100.4345
1326,99.6496
1327,99.0892
1328,98.2303
1329,98.6594
1330,96.658
1331,96.5634
1332,97.66911
1333,97.8915
1334,97.2511
1335,98.3074
1336,98.7336
1337,99.0042
1338,98.4564
1339,96.4937
1340,95.3044
1341,97.2817
1342,95.6955
1343,94.2602
1344,94.0726
1345,92.5567
1346,93.5387
1347,94.8554
1348,96.3256
1349,96.4743
1350,96.4952
1351,99.13689
1352,99.23029
1353,98.4837
1354,97.5265
1355,96.3332
1356,95.7747
1357,95.39201
1358,96.98151
1359,97.1581
1360,96.3129
1361,95.4539
1362,95.331
1363,96.5842
1364,95.4573
1365,95.3687
1366,93.9571
1367,93.48669
1368,96.0362
1369,95.16199
1370,95.541
1371,95.1723
1372,93.8406
1373,93.7545
1374,93.0563
1375,92.81931
1376,92.3469
1377,91.73759
1378,90.75
1379,93.2044
1380,93.7363
1381,94.6386
1382,94.4191
1383,92.6173
1384,90.1803
1385,92.188
1386,93.6245
1387,94.50169
1388,94.16759
1389,94.9188
1390,94.9733
1391,93.5553
1392,91.2278
1393,92.12099
1394,92.8943
1395,94.3163
1396,94.6634
1397,93.7968
1398,93.3357
1399,94.2002
1400,94.9206
1401,93.793
1402,95.8431
1403,95.4566
1404,95.4775
1405,94.2678
1406,95.0024
1407,93.0584
1408,93.0496
1409,92.7654
1410,92.4097
1411,92.7816
1412,92.2617
1413,93.6402
1414,92.6354
1415,92.9146
1416,92.0687
1417,91.33459
1418,92.1349
1419,91.8064
1420,91.9588
1421,93.6174
1422,94.2784
1423,94.2272
1424,92.2969
1425,94.2255
1426,93.1506
1427,96.8035
1428,95.2533
1429,95.4754
1430,94.3381
1431,93.4225
1432,94.9507
1433,94.8378
1434,93.5358
1435,93.7233
1436,94.3661
1437,92.2511
1438,90.4062
1439,92.7464
1440,91.5818
1441,91.49319
1442,92.8113
1443,94.2178
1444,96.1324
1445,98.5054
1446,98.8398
1447,98.6681
1448,96.6405
1449,97.5978
1450,97.4764
1451,95.8347
1452,93.9838
1453,93.9489
1454,94.5691
1455,94.3527
1456,94.6775
1457,95.50491
1458,96.3266
1459,95.5579
1460,95.0214
1461,95.3336
1462,95.1297
1463,94.2151
1464,93.6488
1465,93.69009
1466,94.11449
1467,96.1988
1468,95.829
1469,95.2597
1470,93.73
1471,94.2138
1472,95.31001
1473,95.2664
1474,92.52409
1475,91.946
1476,93.0633
1477,94.5805
1478,96.4798
1479,96.2911
1480,97.1226
1481,96.4873
1482,96.6827
1483,95.8541
1484,94.8083
1485,95.4625
1486,95.7004
1487,95.6866
1488,94.663
1489,92.6861
1490,93.4982
1491,91.7519
1492,90.4323
1493,93.1895
1494,93.6119
1495,93.5845
1496,94.3116
1497,94.3907
1498,94.1624
1499,94.6726
1500,95.184
1501,97.366
1502,98.2861
1503,97.7207
1504,97.4763
1505,96.6357
1506,96.0719
1507,94.1568
1508,94.4837
1509,94.846
1510,95.3166
1511,96.4374
1512,95.8039
1513,96.0438
1514,95.032
1515,94.9412
1516,94.3577
1517,94.9194
1518,93.9356
1519,93.365
1520,92.6715
1521,92.40359
1522,93.1631
1523,92.9291
1524,94.5255
1525,95.9917
1526,97.2614
1527,97.1689
1528,97.80109
1529,98.24641
1530,97.93909
1531,99.7693
1532,98.88371
1533,99.017
1534,96.6764
1535,94.9153
1536,93.8453
1537,94.90829
1538,95.3941
1539,94.4786
1540,94.08559
1541,97.3107
1542,98.466
1543,97.599
1544,97.6667
1545,95.0901
1546,94.984
1547,93.6628
1548,94.9091
1549,95.5168
1550,96.1883
1551,96.8745
1552,96.1519
1553,95.8448
1554,95.4991
1555,94.0032
1556,94.5812
1557,97.0216
1558,95.7429
1559,96.6272
1560,95.76
1561,94.54041
1562,95.3699
1563,96.2741
1564,97.1857
1565,97.45
1566,99.53899
1567,99.20831
1568,98.5844
1569,98.4157
1570,100.6351
1571,102.134
1572,101.9085
1573,100.9171
1574,100.0192
1575,99.9501
1576,97.9034
1577,98.8302
1578,98.124
1579,99.4144
1580,97.7831
1581,98.1099
1582,99.0795
1583,100.5179
1584,99.1619
1585,97.9381
1586,98.61771
1587,99.0156
1588,98.9248
1589,97.99409
1590,96.7208
1591,96.538
1592,94.6351
1593,95.9183
1594,95.4634
1595,94.17519
1596,95.7548
1597,96.1207
1598,95.33801
1599,96.4151
1600,96.2026
1601,96.946
1602,97.5
1603,97.1763
1604,97.5136
1605,97.8528
1606,97.5231
1607,95.4292
1608,98.7139
1609,98.6563
1610,95.7956
1611,95.829
1612,96.675
1613,97.2108
1614,98.7097
1615,99.0306
1616,97.7199
1617,97.83829
1618,98.5777
1619,97.3333
1620,97.2106
1621,98.0843
1622,98.5407
1623,97.9566
1624,96.4012
1625,97.2396
1626,97.41199
1627,97.0586
1628,98.0334
1629,97.7589
1630,95.8063
1631,97.3632
1632,94.9916
1633,95.6034
1634,1410.365
1635,1466.748
1636,1492.873
1637,1498.628
1638,1498.382
1639,1534.297
1640,181.4166
1641,119.8426
1642,108.6738
1643,100.8967
1644,99.6679
1645,99.2616
1646,97.7497
1647,97.251
1648,95.4349
1649,97.4985
1650,97.4906
1651,97.8894
1652,94.492
1653,95.0256
1654,95.4837
1655,96.7154
1656,97.1733
1657,95.8554
1658,95.9841
1659,96.5122
1660,95.6166
1661,94.2985
1662,94.8927
1663,96.4753
1664,95.9201
1665,96.7966
1666,99.1762
1667,100.8352
1668,100.1237
1669,99.4402
1670,98.7077
1671,97.5928
1672,98.29691
1673,96.1928
1674,94.6279
1675,94.1397
1676,93.0367
1677,91.4894
1678,92.1512
1679,93.1461
1680,92.7831
1681,91.21529
1682,93.4021
1683,94.6702
1684,94.4244
1685,94.6324
1686,95.43439
1687,94.817
1688,94.058
1689,93.72311
1690,94.907
1691,94.2768
1692,93.3791
1693,93.1715
1694,95.2889
1695,95.1319
1696,94.0312
1697,94.9911
1698,95.7474
1699,95.14159
1700,94.666
1701,96.2148
1702,96.0563
1703,95.4603
1704,95.3983
1705,95.20419
1706,97.1376
1707,96.6601
1708,97.69041
1709,99.54819
1710,99.79169
1711,98.4363
1712,96.9425
1713,96.7744
1714,95.3344
1715,96.9595
1716,96.3614
1717,97.7422
1718,97.4826
1719,97.5904
1720,97.2675
1721,98.4436
1722,98.3331
1723,98.6302
1724,98.4771
1725,99.4855
1726,98.4658
1727,98.6311
1728,98.0624
1729,97.44881
1730,96.8106
1731,97.4073
1732,98.3142
1733,97.7216
1734,95.9108
1735,94.5904
1736,94.1584
1737,96.20399
1738,96.3358
1739,94.81001
1740,96.5974
1741,96.7216
1742,97.3009
1743,97.4426
1744,96.5666
1745,98.1879
1746,96.8662
1747,96.4127
1748,95.4157
1749,96.6374
1750,98.373
1751,98.3516
1752,98.4886
1753,98.2333
1754,97.4952
1755,98.1849
1756,96.6735
1757,96.4536
1758,95.4533
1759,94.8684
1760,94.606
1761,94.2956
1762,94.687
1763,95.08241
1764,94.2487
1765,96.84451
1766,95.257
1767,95.278
1768,94.2974
1769,94.0456
1770,94.5626
1771,93.6532
1772,92.7943
1773,95.2544
1774,94.5788
1775,94.1429
1776,94.1431
1777,96.06319
1778,97.1212
1779,96.5402
1780,97.6616
1781,96.7454
1782,95.3012
1783,94.52299
1784,94.0224
1785,93.9173
1786,94.5948
1787,95.33459
1788,94.894
1789,96.1833
1790,94.6293
1791,93.10329
1792,93.4229
1793,93.3134
1794,94.83549
1795,94.712
1796,93.3171
1797,93.5813
1798,94.898
1799,94.5479
1800,93.8165
1801,93.0782
1802,91.6756
1803,93.27209
1804,92.6734
1805,93.3947
1806,94.3784
1807,94.69559
1808,96.2608
1809,93.66309
1810,95.2076
1811,96.1476
1812,95.689
1813,95.9837
1814,96.447
1815,97.4481
1816,97.7806
1817,98.4086
1818,99.42641
1819,97.3661
1820,98.3484
1821,96.0971
1822,97.3604
1823,97.09081
1824,97.6598
1825,97.6709
1826,98.7301
1827,98.8466
1828,97.1721
1829,96.5873
1830,96.6288
1831,94.4125
1832,94.1855
1833,93.0056
1834,91.8822
1835,92.0891
1836,92.6288
1837,92.3918
1838,93.0479
1839,92.5794
1840,92.7247
1841,92.9595
1842,94.00259
1843,95.2445
1844,94.3393
1845,95.574
1846,93.7031
1847,94.2577
1848,95.8
1849,97.1542
1850,95.5339
1851,96.6812
1852,96.74181
1853,93.61951
1854,93.59821
1855,92.9129
1856,94.8322
1857,95.87019
1858,92.9099
1859,91.9915
1860,93.7339
1861,94.467
1862,95.88419
1863,96.0825
1864,96.36549
1865,95.7048
1866,96.1698
1867,96.3908
1868,95.8531
1869,96.08411
1870,94.5051
1871,95.7288
1872,95.76849
1873,97.2697
1874,97.4251
1875,96.1133
1876,96.8241
1877,95.4775
1878,94.72549
1879,95.1688
1880,95.7317
1881,95.8983
1882,96.5554
1883,96.5817
1884,97.8047
1885,97.29781
1886,98.547
1887,98.2871
1888,99.2352
1889,99.5331
1890,98.4635
1891,98.0194
1892,97.0105
1893,97.3361
